2026-04-01 22:32:58.796 | SCHEDULER | STARTED | port=7000
2026-04-01 22:33:10.913 | DRONE | POSITION_SENT | drone=3 x=245 y=210
2026-04-01 22:33:10.914 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=3 x=245 y=210
2026-04-01 22:33:10.914 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:10.915 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=48 y=157 assignedEvent=2
2026-04-01 22:33:10.915 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:10.915 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=245 y=210 assignedEvent=1
2026-04-01 22:33:10.917 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,65,210
2026-04-01 22:33:10.917 | DRONE | POSITION_SENT | drone=1 x=65 y=210
2026-04-01 22:33:10.917 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=65 y=210
2026-04-01 22:33:10.918 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:10.918 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=65 y=210 assignedEvent=2
2026-04-01 22:33:10.918 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:10.918 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=245 y=210 assignedEvent=1
2026-04-01 22:33:11.016 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_POS,3,262,225
2026-04-01 22:33:11.016 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=3 x=262 y=225
2026-04-01 22:33:11.016 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.016 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=65 y=210 assignedEvent=2
2026-04-01 22:33:11.017 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.017 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=262 y=225 assignedEvent=1
2026-04-01 22:33:11.016 | DRONE | POSITION_SENT | drone=3 x=262 y=225
2026-04-01 22:33:11.017 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,81,262
2026-04-01 22:33:11.018 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=81 y=262
2026-04-01 22:33:11.018 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.018 | DRONE | POSITION_SENT | drone=1 x=81 y=262
2026-04-01 22:33:11.018 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=81 y=262 assignedEvent=2
2026-04-01 22:33:11.018 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.019 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=262 y=225 assignedEvent=1
2026-04-01 22:33:11.118 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_POS,3,280,240
2026-04-01 22:33:11.118 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=3 x=280 y=240
2026-04-01 22:33:11.119 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.119 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=81 y=262 assignedEvent=2
2026-04-01 22:33:11.119 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.119 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=280 y=240 assignedEvent=1
2026-04-01 22:33:11.118 | DRONE | POSITION_SENT | drone=3 x=280 y=240
2026-04-01 22:33:11.120 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,97,315
2026-04-01 22:33:11.120 | DRONE | POSITION_SENT | drone=1 x=97 y=315
2026-04-01 22:33:11.120 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=97 y=315
2026-04-01 22:33:11.120 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.120 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=97 y=315 assignedEvent=2
2026-04-01 22:33:11.121 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.121 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=280 y=240 assignedEvent=1
2026-04-01 22:33:11.220 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_POS,3,297,255
2026-04-01 22:33:11.220 | DRONE | POSITION_SENT | drone=3 x=297 y=255
2026-04-01 22:33:11.220 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=3 x=297 y=255
2026-04-01 22:33:11.221 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.221 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=97 y=315 assignedEvent=2
2026-04-01 22:33:11.221 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.221 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=297 y=255 assignedEvent=1
2026-04-01 22:33:11.222 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,113,367
2026-04-01 22:33:11.222 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=113 y=367
2026-04-01 22:33:11.222 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.222 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=113 y=367 assignedEvent=2
2026-04-01 22:33:11.222 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.222 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=297 y=255 assignedEvent=1
2026-04-01 22:33:11.222 | DRONE | POSITION_SENT | drone=1 x=113 y=367
2026-04-01 22:33:11.230 | DRONE | READY_SENT | drone=2 x=0 y=0 agent=14
2026-04-01 22:33:11.230 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=READY,2,0,0,14
2026-04-01 22:33:11.231 | SCHEDULER | DRONE_READY_RECEIVED | drone=2 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:11.231 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.231 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=113 y=367 assignedEvent=2
2026-04-01 22:33:11.232 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.232 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=297 y=255 assignedEvent=1
2026-04-01 22:33:11.233 | SCHEDULER | NO_TASK_SENT | drone=2
2026-04-01 22:33:11.237 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58831 msg=NO_TASK
2026-04-01 22:33:11.237 | DRONE | MESSAGE_RECEIVED | drone=2 msg=NO_TASK
2026-04-01 22:33:11.237 | DRONE | NO_TASK_RECEIVED | drone=2 state=IDLE
2026-04-01 22:33:11.321 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_POS,3,315,270
2026-04-01 22:33:11.322 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=3 x=315 y=270
2026-04-01 22:33:11.322 | DRONE | POSITION_SENT | drone=3 x=315 y=270
2026-04-01 22:33:11.322 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.322 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=113 y=367 assignedEvent=2
2026-04-01 22:33:11.322 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.323 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=315 y=270 assignedEvent=1
2026-04-01 22:33:11.323 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,130,420
2026-04-01 22:33:11.323 | DRONE | POSITION_SENT | drone=1 x=130 y=420
2026-04-01 22:33:11.323 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=130 y=420
2026-04-01 22:33:11.324 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.324 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=130 y=420 assignedEvent=2
2026-04-01 22:33:11.325 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.325 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=315 y=270 assignedEvent=1
2026-04-01 22:33:11.423 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_POS,3,332,285
2026-04-01 22:33:11.423 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=3 x=332 y=285
2026-04-01 22:33:11.423 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.424 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=130 y=420 assignedEvent=2
2026-04-01 22:33:11.424 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.424 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=332 y=285 assignedEvent=1
2026-04-01 22:33:11.424 | DRONE | POSITION_SENT | drone=3 x=332 y=285
2026-04-01 22:33:11.425 | DRONE | POSITION_SENT | drone=1 x=146 y=472
2026-04-01 22:33:11.425 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,146,472
2026-04-01 22:33:11.425 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=146 y=472
2026-04-01 22:33:11.426 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.426 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=146 y=472 assignedEvent=2
2026-04-01 22:33:11.426 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.427 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=332 y=285 assignedEvent=1
2026-04-01 22:33:11.526 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,162,525
2026-04-01 22:33:11.526 | DRONE | POSITION_SENT | drone=1 x=162 y=525
2026-04-01 22:33:11.526 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=162 y=525
2026-04-01 22:33:11.527 | DRONE | POSITION_SENT | drone=3 x=350 y=300
2026-04-01 22:33:11.527 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.527 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=162 y=525 assignedEvent=2
2026-04-01 22:33:11.527 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.528 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=332 y=285 assignedEvent=1
2026-04-01 22:33:11.528 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_POS,3,350,300
2026-04-01 22:33:11.528 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=3 x=350 y=300
2026-04-01 22:33:11.529 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.529 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=162 y=525 assignedEvent=2
2026-04-01 22:33:11.529 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.529 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.546 | FIRE_INCIDENT | MESSAGE_SENT | to=localhost/127.0.0.1:7000 msg=EVENT,14:03:40,3,FIRE_DETECTED,High,1050,300,NOZZLE_FAULT
2026-04-01 22:33:11.546 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:56048 msg=EVENT,14:03:40,3,FIRE_DETECTED,High,1050,300,NOZZLE_FAULT
2026-04-01 22:33:11.546 | FIRE_INCIDENT | EVENT_SENT | time=14:03:40 zone=3 type=FIRE_DETECTED severity=High centerX=1050 centerY=300 faultType=NOZZLE_FAULT
2026-04-01 22:33:11.547 | SCHEDULER | EVENT_RECEIVED | time=14:03:40 zone=3 type=FIRE_DETECTED severity=High x=1050 y=300 faultType=NOZZLE_FAULT pendingCount=1
2026-04-01 22:33:11.547 | FIRE_INCIDENT | EVENT_DELAY | previousTime=50620 currentTime=50640 diffSeconds=20 sleepMs=2000
2026-04-01 22:33:11.627 | DRONE | POSITION_SENT | drone=1 x=178 y=577
2026-04-01 22:33:11.627 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,178,577
2026-04-01 22:33:11.627 | DRONE | MOVE_COMPLETED | drone=3 x=350 y=300
2026-04-01 22:33:11.627 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=178 y=577
2026-04-01 22:33:11.628 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=1
2026-04-01 22:33:11.628 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=178 y=577 assignedEvent=2
2026-04-01 22:33:11.628 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.628 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EN_ROUTE x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.628 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_ARRIVED,3,1
2026-04-01 22:33:11.628 | DRONE | ARRIVAL_SENT | drone=3 zone=1
2026-04-01 22:33:11.628 | SCHEDULER | DRONE_ARRIVED_RECEIVED | drone=3 zone=1
2026-04-01 22:33:11.629 | DRONE | STATUS_SENT | drone=3 status=EXTINGUISHING agent=14
2026-04-01 22:33:11.629 | DRONE | EXTINGUISHING_STARTED | drone=3 zone=1 remainingRequired=10 onboardAgent=14
2026-04-01 22:33:11.629 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_STATUS,3,EXTINGUISHING,14
2026-04-01 22:33:11.630 | DRONE | STATUS_SENT | drone=3 status=EXTINGUISHING agent=13
2026-04-01 22:33:11.631 | SCHEDULER | DRONE_STATUS_RECEIVED | drone=3 state=EXTINGUISHING agent=14
2026-04-01 22:33:11.631 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=1
2026-04-01 22:33:11.631 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=178 y=577 assignedEvent=2
2026-04-01 22:33:11.632 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.632 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.632 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_STATUS,3,EXTINGUISHING,13
2026-04-01 22:33:11.632 | SCHEDULER | DRONE_STATUS_RECEIVED | drone=3 state=EXTINGUISHING agent=13
2026-04-01 22:33:11.633 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=1
2026-04-01 22:33:11.633 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=178 y=577 assignedEvent=2
2026-04-01 22:33:11.633 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.633 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.728 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,195,630
2026-04-01 22:33:11.728 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=195 y=630
2026-04-01 22:33:11.729 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=1
2026-04-01 22:33:11.729 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=195 y=630 assignedEvent=2
2026-04-01 22:33:11.729 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=IDLE x=0 y=0 assignedEvent=null
2026-04-01 22:33:11.730 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.730 | DRONE | POSITION_SENT | drone=1 x=195 y=630
2026-04-01 22:33:11.738 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=READY,2,0,0,14
2026-04-01 22:33:11.738 | DRONE | READY_SENT | drone=2 x=0 y=0 agent=14
2026-04-01 22:33:11.738 | SCHEDULER | DRONE_READY_RECEIVED | drone=2 x=0 y=0 agent=14 offline=false
2026-04-01 22:33:11.738 | SCHEDULER | EVENT_SELECTED_FOR_DRONE | drone=2 zone=3 distance=1092.0164833920778 workload=0
2026-04-01 22:33:11.739 | SCHEDULER | MESSAGE_SENT | to=/127.0.0.1:58831 msg=ASSIGN,14:03:40,3,FIRE_DETECTED,High,1050,300,NOZZLE_FAULT
2026-04-01 22:33:11.739 | DRONE | MESSAGE_RECEIVED | drone=2 msg=ASSIGN,14:03:40,3,FIRE_DETECTED,High,1050,300,NOZZLE_FAULT
2026-04-01 22:33:11.739 | SCHEDULER | DRONE_ASSIGNED | drone=2 zone=3 severity=High faultType=NOZZLE_FAULT eventTime=14:03:40 targetX=1050 targetY=300
2026-04-01 22:33:11.742 | DRONE | ASSIGNMENT_RECEIVED | drone=2 time=14:03:40 zone=3 type=FIRE_DETECTED severity=High x=1050 y=300 faultType=NOZZLE_FAULT
2026-04-01 22:33:11.745 | DRONE | ASSIGNMENT_ACCEPTED | drone=2 zone=3 severity=High x=1050 y=300 faultType=NOZZLE_FAULT
2026-04-01 22:33:11.749 | DRONE | MISSION_STARTED | drone=2 zone=3 severity=High requiredAgent=30 faultType=NOZZLE_FAULT
2026-04-01 22:33:11.751 | DRONE | STATUS_SENT | drone=2 status=TAKEOFF agent=14
2026-04-01 22:33:11.751 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58831 msg=DRONE_STATUS,2,TAKEOFF,14
2026-04-01 22:33:11.751 | DRONE | TAKEOFF_STARTED | drone=2 zone=3
2026-04-01 22:33:11.751 | SCHEDULER | DRONE_STATUS_RECEIVED | drone=2 state=TAKEOFF agent=14
2026-04-01 22:33:11.751 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.752 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=195 y=630 assignedEvent=2
2026-04-01 22:33:11.752 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=TAKEOFF x=0 y=0 assignedEvent=3
2026-04-01 22:33:11.752 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.831 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_STATUS,3,EXTINGUISHING,12
2026-04-01 22:33:11.831 | DRONE | STATUS_SENT | drone=3 status=EXTINGUISHING agent=12
2026-04-01 22:33:11.831 | SCHEDULER | DRONE_STATUS_RECEIVED | drone=3 state=EXTINGUISHING agent=12
2026-04-01 22:33:11.832 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.832 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=195 y=630 assignedEvent=2
2026-04-01 22:33:11.832 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=TAKEOFF x=0 y=0 assignedEvent=3
2026-04-01 22:33:11.832 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.832 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,211,682
2026-04-01 22:33:11.832 | DRONE | POSITION_SENT | drone=1 x=211 y=682
2026-04-01 22:33:11.832 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=211 y=682
2026-04-01 22:33:11.832 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.833 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=211 y=682 assignedEvent=2
2026-04-01 22:33:11.833 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=TAKEOFF x=0 y=0 assignedEvent=3
2026-04-01 22:33:11.833 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:11.935 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,227,735
2026-04-01 22:33:11.935 | DRONE | POSITION_SENT | drone=1 x=227 y=735
2026-04-01 22:33:11.936 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=227 y=735
2026-04-01 22:33:11.936 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:11.936 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=227 y=735 assignedEvent=2
2026-04-01 22:33:11.937 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=TAKEOFF x=0 y=0 assignedEvent=3
2026-04-01 22:33:11.937 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:12.032 | DRONE | STATUS_SENT | drone=3 status=EXTINGUISHING agent=11
2026-04-01 22:33:12.032 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:58832 msg=DRONE_STATUS,3,EXTINGUISHING,11
2026-04-01 22:33:12.032 | SCHEDULER | DRONE_STATUS_RECEIVED | drone=3 state=EXTINGUISHING agent=11
2026-04-01 22:33:12.033 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:12.033 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=227 y=735 assignedEvent=2
2026-04-01 22:33:12.033 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=TAKEOFF x=0 y=0 assignedEvent=3
2026-04-01 22:33:12.033 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:12.037 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,243,787
2026-04-01 22:33:12.037 | DRONE | POSITION_SENT | drone=1 x=243 y=787
2026-04-01 22:33:12.037 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=243 y=787
2026-04-01 22:33:12.038 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:12.038 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=243 y=787 assignedEvent=2
2026-04-01 22:33:12.038 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=2 offline=false state=TAKEOFF x=0 y=0 assignedEvent=3
2026-04-01 22:33:12.038 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=3 offline=false state=EXTINGUISHING x=350 y=300 assignedEvent=1
2026-04-01 22:33:12.141 | SCHEDULER | MESSAGE_RECEIVED | from=/127.0.0.1:50225 msg=DRONE_POS,1,260,840
2026-04-01 22:33:12.141 | SCHEDULER | DRONE_POSITION_RECEIVED | drone=1 x=260 y=840
2026-04-01 22:33:12.141 | SCHEDULER | SHUTDOWN_CHECK | noMoreEvents=false workFinished=false allAtBaseIdle=false pendingEvents=0
2026-04-01 22:33:12.141 | SCHEDULER | SHUTDOWN_CHECK_DRONE | drone=1 offline=false state=EN_ROUTE x=260 y=840 assignedEvent=2
